Check ID,Platform,Category,DRIVE Stage,Check,Business-Friendly Description,Severity,Exploitability,Business Impact Level,Check Score Deduction (X),Maturity Ceiling (1–5),NIST SP 800-53 (Rev.5),CIS Controls v8,MITRE ATT&CK,GDPR,GLBA,HIPAA,ISO 27001,NIST 800-171,PCI DSS,SOX,ASD ISM,CJISSP,FISMA NIST,NERC CIP,SWIFT
AD-054,Active Directory,Identity,3,Passwords older than a year,"Very old passwords are likely known or reused. If exploited, attackers authenticate freely and blend in using valid credentials.",Medium,Medium,Medium,1,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-055,Active Directory,Identity,3,Passwords stored with reversible encryption,"Reversible storage means passwords can be recovered from directory data. If exploited, attackers steal cleartext credentials and reuse them widely.",High,High,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1003 (OS Credential Dumping),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.10.1, A.9.2, A.9.4","3.5, 3.13","3, 7, 8, 10",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-056,Active Directory,Identity,3,Pre-Windows 2000 Compatible Access group members,"This legacy group broadens read access for backward compatibility. If exploited, attackers enumerate sensitive objects and plan targeted attacks.",Medium,Medium,High,1,5,"AC-2, AC-3, AC-5, AC-6","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-021,Active Directory,Identity,3,Privileged accounts with 'Password never expires' set,"Non‑expiring admin passwords are high‑value, long‑lived targets. If exploited, attackers retain persistent, privileged access that evades normal password‑rotation defenses.",High,Medium,High,3,2,"IA-5, AC-6","5, 6",T1078,,,,,,,,,,,,
AD-023,Active Directory,Identity,3,Privileged accounts with SIDHistory present,"SIDHistory preserves legacy privileges that may exceed current roles. If exploited, attackers replay historical SIDs to regain high-level access and evade least‑privilege controls.",High,Medium,High,3,2,"AC-2, AC-3","5, 6",T1078,,,,,,,,,,,,
AD-022,Active Directory,Identity,3,Privileged accounts without 'Smartcard required',"Admins without strong MFA are vulnerable to phishing and credential replay. If exploited, attackers use stolen passwords or hashes to operate with admin rights, deploy malware, or exfiltrate data.",High,Medium,High,3,2,"IA-2, AC-6",6,T1078,,,,,,,,,,,,
AD-016,Active Directory,Identity,3,"Privileged group membership too broad (e.g., Domain Admins, Enterprise Admins)","Too many admins creates unnecessary blast radius and review burden. If exploited, compromise of any one admin yields full control, increasing the chance and impact of domain breach.",Critical,High,High,1,1,"AC-2, AC-3, AC-6","5, 6","T1078, T1098",,,,,,,,,,,,
AD-020,Active Directory,Identity,3,Privileged groups missing 'managedBy' owner,"Without an accountable owner, privileged groups drift and accumulate excess members. If exploited, over‑permissioned groups enable quick escalation and make cleanup slow and error‑prone.",Medium,Medium,Medium,1,3,AC-2,"5, 6",,,,,,,,,,,,,
AD-019,Active Directory,Identity,2,Privileged groups with foreign members (ForeignSecurityPrincipals),"Foreign members grant external identities admin access via trusts. If exploited, attackers from another forest/domain can administer your environment or bypass local controls.",High,Medium,High,3,2,"AC-2, AC-3, AC-20","5, 6, 15",T1078,,,,,,,,,,,,
AD-024,Active Directory,Identity,2,Privileged user accounts with Service Principal Names (SPNs) set,"Admin users with SPNs are prime Kerberoast targets. If exploited, cracked tickets yield admin passwords, enabling rapid domain‑wide compromise.",High,High,High,3,2,AC-6,6,T1558.003,,,,,,,,,,,,
AD-057,Active Directory,Identity,3,Recent logon by BUILTIN\Administrator,"Use of the built‑in Administrator signals backdoor or unsafe practices. If exploited, attackers operate under a well‑known, powerful identity that’s hard to trace to a person.",High,Medium,High,3,5,"AU-2, AU-6, AC-2",8,T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.12.4, A.9.2",3.3,"10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-058,Active Directory,Identity,4,Recently created admins,"New admin accounts require heightened scrutiny and approvals. If exploited, attackers create stealthy admins and retain access even after cleanup.",High,Medium,High,3,5,"AU-2, AU-6, AC-2",8,T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-059,Active Directory,Identity,4,Resource-Based Constrained Delegation on a computer,"RBCD lets a computer designate who can act for it. If exploited, attackers impersonate users to that host’s services and escalate.",High,High,High,3,5,"AC-3, AC-6, AC-2, IA-2","4, 5, 6, 8",T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-014,Active Directory,Identity,4,Resource‑based constrained delegation (RBCD) grants to low‑priv principals,"RBCD allows a resource to specify who can act on its behalf; granting this to low-priv objects is dangerous. If exploited, attackers abuse RBCD to impersonate users to that resource and escalate.",High,High,High,3,2,AC-6,6,T1550,,,,,,,,,,,,
AD-013,Active Directory,Identity,5,Risky constrained delegation targets (msDS-AllowedToDelegateTo includes DC services),"Delegation to domain controller services (like CIFS/LDAP) is overly powerful. If exploited, attackers can impersonate admins directly to DCs, leading to domain takeover.",High,Medium,High,3,2,AC-6,6,T1550,,,,,,,,,,,,
AD-025,Active Directory,Identity,5,Service accounts (SPN set) with 'Password never expires',"Non‑expiring service secrets accumulate exposure over time. If exploited, attackers keep reusing the same credential to access critical applications and data.",High,Medium,High,3,2,IA-5,"5, 6",T1558.003,,,,,,,,,,,,
AD-027,Active Directory,Identity,5,Service accounts not marked 'Account is sensitive and cannot be delegated' (NOT_DELEGATED),"Sensitive service accounts should not be used for delegation. If exploited, attackers abuse delegation paths to impersonate users and expand access.",High,Medium,High,3,2,AC-6,6,T1550,,,,,,,,,,,,
AD-060,Active Directory,Identity,4,Service Accounts trusted for delegation,"Delegation‑trusted accounts can impersonate users to certain services. If exploited, attackers expand access paths and harvest sensitive data via impersonation.",High,Medium,High,3,5,"AC-3, AC-6, AC-2, IA-2","4, 5, 6, 8",T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-026,Active Directory,Identity,4,Service accounts with old 'pwdLastSet' (key age),"Aged service keys increase the chance they’ve leaked or been cracked. If exploited, attackers authenticate to services and pivot to databases, file shares, or code deployment systems.",High,Medium,High,3,2,IA-5,5,T1558.003,,,,,,,,,,,,
AD-015,Active Directory,Identity,5,Service accounts with SPN but no AES keys configured,"Service accounts lacking modern AES keys fall back to weaker crypto (e.g., RC4), easing Kerberoasting. If exploited, attackers crack service tickets offline and reuse the recovered password across systems.",High,Medium,High,3,2,"SC-13, IA-5","3, 5",T1558.003,,,,,,,,,,,,
AD-011,Active Directory,Identity,3,Unconstrained delegation enabled (TRUSTED_FOR_DELEGATION),"Unconstrained delegation lets a service impersonate users broadly. If exploited, attackers controlling that service can capture TGTs and act as high‑privilege users anywhere in the domain.",Critical,High,High,5,1,"AC-6, IA-2",6,"T1558, T1550",,,,,,,,,,,,
AD-031,Active Directory,Identity,2,UPN suffix outside approved domains,"Unapproved UPN suffixes confuse identity checks and SSO routing. If exploited, attackers spoof identities or trick users into authenticating to look‑alike domains.",Medium,Medium,High,1,3,"AC-2, AC-3","5, 6",T1078,,,,,,,,,,,,
AD-061,Active Directory,Identity,1,User accounts with SPN configured,"User SPNs expose tickets to Kerberoasting. If exploited, cracked hashes reveal the user’s password and any shared credentials.",High,High,High,3,5,"AC-3, AC-6, AC-2, IA-2","4, 5, 6, 8",T1558.003 (Kerberoasting),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-028,Active Directory,Identity,2,User SPNs on non‑service users (misuse of user accounts for services),"Running services as ordinary users creates risky SPNs tied to human credentials. If exploited, Kerberoasting or password reuse exposes both the service and the person’s other access.",Medium,Medium,High,1,3,AC-6,6,T1558.003,,,,,,,,,,,,
AD-007,Active Directory,Identity,5,Users with 'Do not require Kerberos preauthentication' (DONT_REQUIRE_PREAUTH),"Skipping Kerberos preauthentication lets attackers request encrypted blobs that can be cracked offline. If exploited, it enables identity impersonation and further lateral movement using forged tickets.",High,High,High,3,2,"IA-2, IA-5",6,T1558.004,,,,,,,,,,,,
AD-010,Active Directory,Identity,2,Users with 'Password never expires' (DONT_EXPIRE_PASSWORD),"Never-expiring passwords turn into long-lived secrets that inevitably leak. If exploited, an old credential remains valid for months or years, enabling recurring unauthorized access.",High,Medium,High,3,2,IA-5,5,,,,,,,,,,,,,
AD-005,Active Directory,Identity,2,Users with 'Password not required' (PASSWD_NOTREQD),"Accounts allowed to exist without a password eliminate a critical security barrier. If exploited, anyone can authenticate as that user, leading to immediate data exposure or privilege abuse.",High,High,High,3,2,IA-5,5,T1078,,,,,,,,,,,,
AD-006,Active Directory,Identity,3,Users with reversible encryption allowed (ENCRYPTED_TEXT_PWD_ALLOWED),"Reversible passwords are effectively stored in a recoverable form. If exploited, attackers can reconstruct cleartext passwords and reuse them across systems, accelerating compromise.",High,Medium,High,3,2,IA-5,5,,,,,,,,,,,,,
AD-062,Active Directory,Identity,4,Users with Unconstrained Delegation,"Unconstrained delegation on users lets them capture TGTs presented to their services. If exploited, attackers impersonate high‑value users broadly.",High,High,High,3,5,"AC-3, AC-6, AC-2, IA-2","4, 5, 6, 8",T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-004,Active Directory,Identity,4,Users without manager/ownership metadata (no 'manager' attribute) in privileged groups,"Privileged users lacking a recorded manager/owner have weak accountability and unclear review responsibility. If exploited, risky access persists unnoticed, aiding insider threats and hampering incident response.",Medium,Medium,Medium,1,3,AC-2,"5, 6",,,,,,,,,,,,,
ES-004-EX,Exchange Online,Identity,5,Inactive external recipient/guest still has access to sensitive mailbox data.,"A guest who no longer engages still retains mailbox access. Dormant accounts are easy targets; if breached, attackers quietly read sensitive mail, pivoting to fraud (e.g., invoice/CEO fraud) and brand damage.",Medium,Medium,Medium,6,5,"AC-3, AC-6, AC-2, SC-7, AU-2","3, 4, 5, 6, 8","T1530 (Data from Cloud Storage), T1567 (Exfiltration Over Web Services)",Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.4, A.13.1","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AC-001-EX,Exchange Online,Identity,5,Inactive user (>90 days) still retains permissions to Exchange resources.,"Former or dormant internal accounts still have email access. If those credentials are leaked or guessed, attackers can read mail, reset passwords, or impersonate staff, driving BEC (business email compromise) and data theft.",Medium,Medium,Medium,6,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","3, 4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AC-001-OD,OneDrive,Identity,5,Inactive user (>90 days) still retains permissions to OneDrive resources.,"Personal OneDrive data for an inactive user remains accessible. If taken over, attackers can harvest documents or use the account as a hidden exfiltration path.",Medium,Medium,Medium,6,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","3, 4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
